name,prefecture,city,url,mola_star,lat,lng,has_penguin,penguin_source_url,penguin_checked_at,penguin_status,has_dolphin,has_sealion,has_orca,has_jellyfish,animal_checked_at,is_closed,closed_at
ドルフィンリゾート,和歌山県,太地町,https://www.dolphinresort2.net/,0,33.5987301,135.9370203,false,https://www.dolphinresort2.net/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
ドルフィンベェイス,和歌山県,太地町,https://dolphinbase.co.jp/,0,33.5920999,135.9444352,false,https://dolphinbase.co.jp/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
とっとり賀露かにっこ館,鳥取県,鳥取市,https://www.kanikko.jp/,0,35.5345849,134.1789117,false,https://www.kanikko.jp/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
島根県立しまね海洋館 アクアス,鳥取県,浜田市,https://aquas.or.jp/,0,34.959579,132.144636,true,https://aquas.or.jp/,2026/2/26,unknown,true,true,false,true,2026-03-04,FALSE,
島根県立宍道湖自然館 ゴビウス,島根県,出雲市,http://www.gobius.jp/,0,35.3668891,132.7548827,false,http://www.gobius.jp/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
笠岡市立カブトガニ博物館,島根県,笠岡市,https://www.city.kasaoka.okayama.jp/site/kabutogani/,0,34.4774642,133.5213699,false,https://www.city.kasaoka.okayama.jp/site/kabutogani/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
渋川マリン水族館（玉野海洋水族館）,鳥取県,玉野町,https://www.city.tamano.lg.jp/site/kaihaku/,0,34.4841,133.9408,true,https://www.city.tamano.lg.jp/site/kaihaku/,2026/2/26,unknown,false,true,false,true,2026-03-05,FALSE,
広島もとまち水族館,広島県,広島市,https://aquarium-hiroshima.com/,0,34.3969496,132.4575305,false,https://aquarium-hiroshima.com/,2026/2/26,unknown,false,false,false,false,2026-03-05,FALSE,
広島市水産振興センター 魚と漁業の資料展示室,広島県,広島市,https://www.haff.city.hiroshima.jp/info/suisansc/facility/exhibition/,0,34.3917241,132.4517589,unknown,https://www.haff.city.hiroshima.jp/info/suisansc/facility/exhibition/,2026/2/26,unknown,unknown,unknown,unknown,unknown,2026-03-04,FALSE,
みやじマリン 宮島水族館,広島県,廿日市市,https://www.miyajima-aqua.jp/,0,34.3499239,132.3306058,true,https://www.miyajima-aqua.jp/,2026/2/26,unknown,true,true,false,true,2026-03-05,FALSE,
福山大学 マリンバイオセンター（水族館）,広島県,尾道市,https://www.fukuyama-u.ac.jp/marine-bio-center/,0,34.4088519,133.2051549,false,https://www.fukuyama-u.ac.jp/marine-bio-center/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
市立しものせき水族館「海響館」,山口県,下関市,http://www.kaikyokan.com/,0,33.9577116,130.9415455,true,http://www.kaikyokan.com/,2026/2/26,unknown,true,true,false,false,2026-03-04,FALSE,
岩国市ミクロ生物館,山口県,岩国市,http://micro.shiokaze-kouen.net/index.html,0,34.1664995,132.2191163,false,http://micro.shiokaze-kouen.net/index.html,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
なぎさ水族館,山口県,周防大島町,https://nagisapark.jimdofree.com/%E3%81%AA%E3%81%8E%E3%81%95%E6%B0%B4%E6%97%8F%E9%A4%A8/,0,33.9246,132.3149,false,https://nagisapark.jimdofree.com/%E3%81%AA%E3%81%8E%E3%81%95%E6%B0%B4%E6%97%8F%E9%A4%A8/,2026/2/26,unknown,false,false,false,false,2026-03-05,FALSE,
新屋島水族館,香川県,高松市,http://www.new-yashima-aq.com/newYAQ/home/home.html,0,34.3580735,134.0997137,true,http://www.new-yashima-aq.com/newYAQ/home/home.html,2026/2/26,unknown,true,true,false,true,2026-03-05,FALSE,
四国水族館,香川県,宇多津町,https://shikoku-aquarium.jp/,0,34.3123308,133.8077902,true,https://shikoku-aquarium.jp/,2026/2/26,unknown,false,true,false,true,2026-03-05,FALSE,
日本ドルフィンセンター,香川県,さぬき市,https://www.j-dc2.net/,0,34.2875346,134.2676815,false,https://www.j-dc2.net/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
日和佐うみがめ博物館カレッタ,徳島県,美波町,http://caretta-hiwasa.com/,0,33.7348537,134.5409388,unknown,http://caretta-hiwasa.com/,2026/2/26,unknown,unknown,unknown,unknown,unknown,2026-03-04,FALSE,
海洋自然博物館マリンジャム 島のちいさな水族館,徳島県,海陽町,https://marine.kaiyo-kankou.jp/,0,33.5937388,134.3220808,false,https://marine.kaiyo-kankou.jp/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
虹の森公園 おさかな館,愛媛県,松野町,https://morinokuni.or.jp/publics/index/27/,0,33.2271539,132.7104971,true,https://morinokuni.or.jp/publics/index/27/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
ドルフィンファームしまなみ,愛媛県,今治市,https://www.df-shimanami.com/,0,34.2006476,133.0760666,false,https://www.df-shimanami.com/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
長高水族館（愛媛県立長浜高等学校 高校内水族館）,愛媛県,大洲市,https://nagakoaquarium.wixsite.com/home,0,33.506488,132.5446842,false,https://nagakoaquarium.wixsite.com/home,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
桂浜水族館,高知県,高知市,https://katurahama-aq.jp/,0,33.4972686,133.573653,false,https://katurahama-aq.jp/,2026/2/26,unknown,false,false,false,true,2026-03-05,FALSE,
高知県立足摺海洋館SATOUMI,高知県,土佐清水市,https://www.kaiyoukan.jp/,0,32.7816213,132.9548557,false,https://www.kaiyoukan.jp/,2026/2/26,unknown,false,false,false,true,2026-03-04,FALSE,
四万十川学遊館 あきついお,高知県,四万十市,https://www.shimanto-kankou.com/kanko/natural-park/akituio.html,0,32.9912232,132.9336984,false,https://www.shimanto-kankou.com/kanko/natural-park/akituio.html,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
むろと廃校水族館,高知県,室戸市,https://x.com/murosui_kochi,0,33.3257892,134.1950297,unknown,https://x.com/murosui_kochi,2026/2/26,unknown,unknown,unknown,unknown,unknown,2026-03-04,FALSE,
室戸ドルフィンセンター,高知県,室戸市,https://muroto.j-dc.net/,0,33.2682346,134.1596277,unknown,https://muroto.j-dc.net/,2026/2/26,,unknown,unknown,unknown,unknown,2026-03-04,FALSE,
マリンワールド海の中道,福岡県,福岡市,https://marine-world.jp/,0,33.661407,130.36335,true,https://marine-world.jp/,2026/2/26,unknown,true,true,false,true,2026-03-05,FALSE,
北九州市水環境館,福岡県,北九州市,https://mizukankyokan.jp/,0,33.8843504,130.8776027,false,https://mizukankyokan.jp/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
やながわ有明海水族館,福岡県,柳川市,https://www.spera-morisatoumi.com/,0,33.1630969,130.4058091,false,https://www.spera-morisatoumi.com/,2026/2/26,,false,false,false,false,2026-03-05,FALSE,
鹿島市干潟交流館「なな海」,佐賀県,鹿島市,https://saga-kashima-kankou.com/spot/1138,0,33.1039529,130.0985169,false,https://saga-kashima-kankou.com/spot/1138,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
佐賀県立宇宙科学館 ゆめぎんが,佐賀県,武雄市,https://www.yumeginga.jp/,0,33.1935518,130.0194484,false,https://www.yumeginga.jp/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
大分マリーンパレス水族館「うみたまご」,大分県,大分市,https://www.umitamago.jp/,0,33.2589684,131.5356401,true,https://www.umitamago.jp/,2026/2/26,unknown,false,false,false,true,2026-03-04,FALSE,
道の駅やよい 番匠おさかな館,大分県,佐伯市,https://www.michinoeki-yayoi.com/banjou-osakanakan,0,32.9601732,131.8996704,false,https://www.michinoeki-yayoi.com/banjou-osakanakan,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
白池地獄,大分県,別府市,http://www.beppu-jigoku.com/shiraike/,0,33.3153269,131.4741443,false,http://www.beppu-jigoku.com/shiraike/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
つくみイルカ島,大分県,津久見市,http://www.tsukumi-irukajima.jp/,0,33.0722942,131.861347,true,http://www.tsukumi-irukajima.jp/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
大淀川学習館,宮崎県,宮崎市,http://oyodo.miyabunkyo.com/,0,31.9184,131.4264,false,http://oyodo.miyabunkyo.com/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
高千穂峡淡水魚水族館,宮崎県,高千穂町,https://takachiho-kanko.info/sightseeing/detail.php?log=1338291652,0,32.702147,131.3006739,false,https://takachiho-kanko.info/sightseeing/detail.php?log=1338291652,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
すみえファミリー水族館,宮崎県,延岡市,http://sunbeach-sumie.com/sumie_family_aquarium.html,0,32.661755,131.7680697,false,http://sunbeach-sumie.com/sumie_family_aquarium.html,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
出の山淡水魚水族館,宮崎県,小林市,http://kankou-kobayashi.jp/publics/index/37/,0,31.9966841,130.9731456,false,http://kankou-kobayashi.jp/publics/index/37/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
志布志湾大黒イルカランド,宮崎県,串間市,http://www.irukaland.com/,0,31.4649768,131.2282568,false,http://www.irukaland.com/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
海中水族館シードーナツ,熊本県,上天草市,https://amakusapearl.com/,0,32.5298573,130.4283611,false,https://amakusapearl.com/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
長崎ペンギン水族館,長崎県,長崎市,https://penguin-aqua.jp/,0,32.758177,129.946765,true,https://penguin-aqua.jp/,2026/2/26,unknown,false,false,false,true,2026-03-04,FALSE,
九十九島水族館「海きらら」,長崎県,佐世保市,https://umikirara.jp/,0,33.1611395,129.6791481,false,https://umikirara.jp/,2026/2/26,unknown,true,false,false,true,2026-03-04,FALSE,
諫早ゆうゆうランド 干拓の里 むつごろう水族館,長崎県,諫早市,http://www.kantakunosato.co.jp/learning/aquarium/,0,32.843426,130.0530537,false,http://www.kantakunosato.co.jp/learning/aquarium/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
壱岐イルカパーク,長崎県,壱岐市,https://irukapark.com/,0,33.8607595,129.703766,false,https://irukapark.com/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
いおワールドかごしま水族館,鹿児島県,鹿児島市,http://hsmop.web.fc2.com/,0,31.5959379,130.5645832,false,http://hsmop.web.fc2.com/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
奄美海洋展示館,鹿児島県,奄美市,https://www.ohama.marutani-amami.com/ocean-exhibition-hall,0,28.4025796,129.455333,false,https://www.ohama.marutani-amami.com/ocean-exhibition-hall,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
沖縄美ら海水族館,沖縄県,本部町,https://churaumi.okinawa/,0,26.6943689,127.878038,false,https://churaumi.okinawa/,2026/2/26,unknown,true,false,false,false,2026-03-05,FALSE,
DMMかりゆし水族館,沖縄県,豊見城町,https://kariyushi-aquarium.com/,0,26.1635,127.6716,true,https://kariyushi-aquarium.com/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
さんご畑,沖縄県,読谷村,https://seaseed.com/coral-farm/,0,26.3974,127.7607,false,https://seaseed.com/coral-farm/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
波左間海中公園,千葉県,館山市,http://hsmop.web.fc2.com/,0,34.9751188,139.7830763,false,http://hsmop.web.fc2.com/,2026/2/26,unknown,false,false,false,false,2026-03-05,FALSE,
延岡マリンサービス,宮崎県,延岡市,https://marine.gr.jp/manbo/,0,32.5823063,131.6649034,false,https://marine.gr.jp/manbo/,2026/2/26,unknown,true,false,false,false,2026-03-04,FALSE,
あげしま海のでじたる館,新潟県,佐渡市,https://sado-ageshima.com/aquarium/,0,38.0182578,138.3683995,false,https://sado-ageshima.com/aquarium/,2026/2/26,unknown,false,false,false,false,2026-03-04,FALSE,
マリンピア松島水族館,宮城県,宮城郡松島町,,0,38.367,141.066,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2015-05
犬吠埼マリンパーク,千葉県,銚子市,,0,35.709,140.869,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2018-01
東京タワー水族館,東京都,港区,,0,35.659,139.745,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2018-09
志摩マリンランド,三重県,志摩市,,0,34.314,136.827,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2021-03
京急油壺マリンパーク,神奈川県,三浦市,,0,35.15,139.612,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2021-09
ヨコハマおもしろ水族館,神奈川県,横浜市中区,,0,35.444,139.648,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2021-11
丹後魚っ知館,京都府,宮津市,,0,35.526,135.2,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2023-05
東海大学海洋科学博物館,静岡県,静岡市清水区,,0,34.989,138.49,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,2024-10
